species_slug,site,url
cucullia-eurekae,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10206.1
cucullia-florea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10197
cucullia-intermedia,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10194
cucullia-luna,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10205
cucullia-mcdunnoughi,bugguide,https://bugguide.net/node/view/344130
cucullia-mcdunnoughi,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10208
cucullia-montanae,bugguide,https://bugguide.net/node/view/206301
cucullia-montanae,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10201
cucullia-omissa,bugguide,https://bugguide.net/node/view/602469
cucullia-omissa,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10199
cucullia-postera,bugguide,https://bugguide.net/node/view/496421
cucullia-postera,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10198
cucullia-pulla,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10180
cucullia-serraticornis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10184
cucullia-similaris,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10195
cucullia-speyeri,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10190
cucullia-strigata,bugguide,https://bugguide.net/node/view/53358
cucullia-strigata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10183
cycnia-oregonensis,bugguide,https://bugguide.net/node/view/24489
cycnia-oregonensis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8231
cycnia-tenera,bugguide,https://bugguide.net/node/view/3063
cycnia-tenera,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8230
darapsa-choerilus,bamona,https://www.butterfliesandmoths.org/species/Darapsa-choerilus-(pholus)
darapsa-choerilus,bugguide,https://bugguide.net/node/view/3566
darapsa-choerilus,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7886
dargida-diffusa,bugguide,https://bugguide.net/node/view/26170
dargida-diffusa,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10431
dargida-procinctus,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10428
dasychira-grisefacta,bugguide,https://bugguide.net/node/view/70154
dasychira-grisefacta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8306
dasychira-plagiata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8304
dasychira-vagans,bugguide,https://bugguide.net/node/view/43242
dasychira-vagans,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8294
dasyfidonia-avuncularia,bamona,https://www.butterfliesandmoths.org/species/Dasyfidonia-avuncularia
dasyfidonia-avuncularia,bugguide,https://bugguide.net/node/view/57190
dasyfidonia-avuncularia,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6426
datana-californica,bugguide,https://bugguide.net/node/view/1650446
datana-californica,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7902.1
deilephila-elpenor,bugguide,https://bugguide.net/node/view/553254
deilephila-elpenor,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7894.1
deltote-bellicula,bugguide,https://bugguide.net/node/view/27287
deltote-bellicula,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9046
diachrysia-aereoides,bugguide,https://bugguide.net/node/view/39133
diachrysia-aereoides,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8896
diarsia-calgary,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10916
diarsia-dislocata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10918
diarsia-esurialis,bugguide,https://bugguide.net/node/view/117938
diarsia-esurialis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10920
diarsia-rosaria,bugguide,https://bugguide.net/node/view/143608
diarsia-rosaria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10921
diarsia-rubifera,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10917
dichagyris-grotei,bugguide,https://bugguide.net/node/view/328983
dichagyris-grotei,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10869
dichagyris-variabilis,bugguide,https://bugguide.net/node/view/143548
dichagyris-variabilis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10889
digrammia-burneyata,bugguide,https://bugguide.net/node/view/387707
digrammia-burneyata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6376
digrammia-californiaria,bamona,https://www.butterfliesandmoths.org/species/Digrammia-californiaria
digrammia-californiaria,bugguide,https://bugguide.net/node/view/165450
digrammia-californiaria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6380
digrammia-cinereola,bugguide,https://bugguide.net/node/view/383326
digrammia-cinereola,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6387.1
digrammia-curvata,bamona,https://www.butterfliesandmoths.org/species/Digrammia-curvata
digrammia-curvata,bugguide,https://bugguide.net/node/view/69566
digrammia-curvata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6370
digrammia-decorata,bamona,https://www.butterfliesandmoths.org/species/Digrammia-decorata
digrammia-decorata,bugguide,https://bugguide.net/node/view/167954
digrammia-decorata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6389
digrammia-delectata,bamona,https://www.butterfliesandmoths.org/species/Digrammia-delectata
digrammia-delectata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6374
digrammia-denticulata,bamona,https://www.butterfliesandmoths.org/species/Digrammia-denticulata
digrammia-denticulata,bugguide,https://bugguide.net/node/view/226068
digrammia-denticulata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6373
digrammia-excurvata,bamona,https://www.butterfliesandmoths.org/species/Digrammia-excurvata
digrammia-excurvata,bugguide,https://bugguide.net/node/view/346607
digrammia-excurvata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6363
digrammia-extenuata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6377.1
digrammia-irrorata,bamona,https://www.butterfliesandmoths.org/species/Digrammia-irrorata
digrammia-irrorata,bugguide,https://bugguide.net/node/view/45494
digrammia-irrorata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6395
digrammia-modocata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6368.1
digrammia-muscariata,bugguide,https://bugguide.net/node/view/113968
digrammia-muscariata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6377
digrammia-napensis,bamona,https://www.butterfliesandmoths.org/species/Digrammia-pertinata
digrammia-napensis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6365
digrammia-neptaria,bamona,https://www.butterfliesandmoths.org/species/Digrammia-neptaria
digrammia-neptaria,bugguide,https://bugguide.net/node/view/39643
digrammia-neptaria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6396
digrammia-nubiculata,bamona,https://www.butterfliesandmoths.org/species/Digrammia-nubiculata
digrammia-nubiculata,bugguide,https://bugguide.net/node/view/602207
digrammia-nubiculata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6371
digrammia-rippertaria,bamona,https://www.butterfliesandmoths.org/species/Digrammia-rippertaria
digrammia-rippertaria,bugguide,https://bugguide.net/node/view/557090
digrammia-rippertaria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6394
digrammia-sexpunctata,bugguide,https://bugguide.net/node/view/383326
digrammia-sexpunctata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6387.1
digrammia-subminiata,bamona,https://www.butterfliesandmoths.org/species/Digrammia-subminiata
digrammia-subminiata,bugguide,https://bugguide.net/node/view/26081
digrammia-subminiata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6399
dodia-albertae,mpg,https://mothphotographersgroup.msstate.edu/large_map.php?hodges=8128
dodia-tarandus,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8128.3
dolocucullia-dentilinea,bugguide,https://bugguide.net/node/view/198830
dolocucullia-dentilinea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10188
dolocucullia-poolei,bugguide,https://bugguide.net/node/view/1610585
dolocucullia-poolei,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10188.1
drasteria-adumbrata,bugguide,https://bugguide.net/node/view/50514
drasteria-adumbrata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8636
drasteria-divergens,bugguide,https://bugguide.net/node/view/134003
drasteria-divergens,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8630
drasteria-edwardsii,bugguide,https://bugguide.net/node/view/138545
drasteria-edwardsii,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8627
drasteria-hastingsii,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8616.1
drasteria-howlandii,bugguide,https://bugguide.net/node/view/310310
drasteria-howlandii,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8639
drasteria-hudsonica,bugguide,https://bugguide.net/node/view/50011
drasteria-hudsonica,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8632
drasteria-inepta,bugguide,https://bugguide.net/node/view/147269
drasteria-inepta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8622
drasteria-maculosa,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8634
drasteria-mirifica,bugguide,https://bugguide.net/node/view/122551
drasteria-mirifica,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8616
drasteria-ochracea,bugguide,https://bugguide.net/node/view/105200
drasteria-ochracea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8626
drasteria-pallescens,bugguide,https://bugguide.net/node/view/51996
drasteria-pallescens,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8628
drasteria-parallela,bugguide,https://bugguide.net/node/view/937307
drasteria-parallela,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8630.3
drasteria-perplexa,bugguide,https://bugguide.net/node/view/52379
drasteria-perplexa,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8635
drasteria-petricola,bugguide,https://bugguide.net/node/view/129123
drasteria-petricola,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8631
drasteria-sabulosa,bugguide,https://bugguide.net/node/view/310309
drasteria-sabulosa,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8623
drasteria-scrupulosa,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8621
drasteria-stretchii,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8637
drepana-arcuata,bugguide,https://bugguide.net/node/view/421
drepana-arcuata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6251
drepana-bilineata,bugguide,https://bugguide.net/node/view/42811
drepana-bilineata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6252
drepanulatrix-carnearia,bamona,https://www.butterfliesandmoths.org/species/Drepanulatrix-carnearia
drepanulatrix-carnearia,bugguide,https://bugguide.net/node/view/66447
drepanulatrix-carnearia,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6688
drepanulatrix-foeminaria,bamona,https://www.butterfliesandmoths.org/species/Drepanulatrix-foeminaria
drepanulatrix-foeminaria,bugguide,https://bugguide.net/node/view/42067
drepanulatrix-foeminaria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6686
drepanulatrix-quadraria,bamona,https://www.butterfliesandmoths.org/species/Drepanulatrix-quadraria
drepanulatrix-quadraria,bugguide,https://bugguide.net/node/view/492920
drepanulatrix-quadraria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6685
drepanulatrix-secundaria,bamona,https://www.butterfliesandmoths.org/species/Drepanulatrix-secundaria
drepanulatrix-secundaria,bugguide,https://bugguide.net/node/view/83509
drepanulatrix-secundaria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6690
drepanulatrix-unicalcararia,bamona,https://www.butterfliesandmoths.org/species/Drepanulatrix-unicalcararia
drepanulatrix-unicalcararia,bugguide,https://bugguide.net/node/view/83510
drepanulatrix-unicalcararia,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6682
dryotype-opina,bugguide,https://bugguide.net/node/view/503347
dryotype-opina,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9981
dysstroma-brunneata,bamona,https://www.butterfliesandmoths.org/species/Dysstroma-brunneata
dysstroma-brunneata,bugguide,https://bugguide.net/node/view/39309
dysstroma-brunneata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7194
dysstroma-citrata,bamona,https://www.butterfliesandmoths.org/species/Dysstroma-citrata
dysstroma-citrata,bugguide,https://bugguide.net/node/view/11230
dysstroma-citrata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7182
dysstroma-sobria,bamona,https://www.butterfliesandmoths.org/species/Dysstroma-sobria
dysstroma-sobria,bugguide,https://bugguide.net/node/view/43182
dysstroma-sobria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7184
dysstroma-truncata,bamona,https://www.butterfliesandmoths.org/species/Dysstroma-truncata
dysstroma-truncata,bugguide,https://bugguide.net/node/view/41099
dysstroma-truncata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7187
ecliptopera-silaceata,bamona,https://www.butterfliesandmoths.org/species/Ecliptopera-silaceata
ecliptopera-silaceata,bugguide,https://bugguide.net/node/view/135576
ecliptopera-silaceata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7213
ectypia-clio,bugguide,https://bugguide.net/node/view/33836
ectypia-clio,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8249
egira-cognata,bugguide,https://bugguide.net/node/view/205636
egira-cognata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10509
egira-crucialis,bugguide,https://bugguide.net/node/view/98450
egira-crucialis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10508
egira-curialis,bugguide,https://bugguide.net/node/view/143592
egira-curialis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10511
egira-dolosa,bugguide,https://bugguide.net/node/view/253329
egira-dolosa,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10513
egira-februalis,bugguide,https://bugguide.net/node/view/180044
egira-februalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10510
egira-hiemalis,bugguide,https://bugguide.net/node/view/98234
egira-hiemalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10505
egira-perlubens,bugguide,https://bugguide.net/node/view/49130
egira-perlubens,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10515
egira-rubrica,bugguide,https://bugguide.net/node/view/42682
egira-rubrica,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10514
egira-simplex,bugguide,https://bugguide.net/node/view/46121
egira-simplex,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10506
egira-vanduzeei,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10507
egira-variabilis,bugguide,https://bugguide.net/node/view/629139
egira-variabilis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10504
elaphria-alapallida,bugguide,https://bugguide.net/node/view/24944
elaphria-alapallida,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9681.1
enargia-decolor,bugguide,https://bugguide.net/node/view/31200
enargia-decolor,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9549
enargia-fausta,bugguide,https://bugguide.net/node/view/585180
enargia-fausta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9550.2
enargia-infumata,bugguide,https://bugguide.net/node/view/26474
enargia-infumata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9550
ennomos-alniaria,bugguide,https://bugguide.net/node/view/144713
ennomos-alniaria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6797.1
enypia-packardata,bamona,https://www.butterfliesandmoths.org/species/Enypia-packardata
enypia-packardata,bugguide,https://bugguide.net/node/view/42311
enypia-packardata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7007
enypia-venata,bamona,https://www.butterfliesandmoths.org/species/Enypia-venata
enypia-venata,bugguide,https://bugguide.net/node/view/132523
enypia-venata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7005
eosphoropteryx-thyatyroides,bugguide,https://bugguide.net/node/view/43241
eosphoropteryx-thyatyroides,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8905
epidemas-obscurus,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10003
epirrita-pulchraria,bugguide,https://bugguide.net/node/view/238257
epirrita-pulchraria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7435
eremobina-claudens,bugguide,https://bugguide.net/node/view/225138
eremobina-claudens,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9396
eremobina-unicincta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9399
erinnyis-ello,bugguide,https://bugguide.net/node/view/6570
erinnyis-ello,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7834
escaria-clauda,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9831
escaria-homogena,mpg,https://mothphotographersgroup.msstate.edu/large_map.php?hodges=9832
estigmene-acrea,bugguide,https://bugguide.net/node/view/3242
estigmene-acrea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8131
eublemma-minima,bugguide,https://bugguide.net/node/view/499
eublemma-minima,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9076
euchalcia-albavitta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8903
euchalcia-borealis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8902.1
euchlaena-johnsonaria,bamona,https://www.butterfliesandmoths.org/species/Euchlaena-johnsonaria
euchlaena-johnsonaria,bugguide,https://bugguide.net/node/view/27566
euchlaena-johnsonaria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6729
euchlaena-madusaria,bamona,https://www.butterfliesandmoths.org/species/Euchlaena-madusaria
euchlaena-madusaria,bugguide,https://bugguide.net/node/view/7662
euchlaena-madusaria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6731
euchlaena-tigrinaria,bamona,https://www.butterfliesandmoths.org/species/Euchlaena-tigrinaria
euchlaena-tigrinaria,bugguide,https://bugguide.net/node/view/39424
euchlaena-tigrinaria,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6737
eucirroedia-pampina,bugguide,https://bugguide.net/node/view/26684
eucirroedia-pampina,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9952
euclidia-ardita,bugguide,https://bugguide.net/node/view/132879
euclidia-ardita,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8732
euclidia-cuspidea,bugguide,https://bugguide.net/node/view/7286
euclidia-cuspidea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8731
eucoptocnemis-canescens,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10643.1
eudeilinia-herminiata,bugguide,https://bugguide.net/node/view/26582
eudeilinia-herminiata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6253
eudryas-brevipennis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9300
eueretagrotis-perattentus,bugguide,https://bugguide.net/node/view/22844
eueretagrotis-perattentus,mpg,https://www.mothphotographersgroup.msstate.edu/species.php?hodges=11008
eulithis-destinata,bamona,https://www.butterfliesandmoths.org/species/Eulithis-destinata
eulithis-destinata,bugguide,https://bugguide.net/node/view/350557
eulithis-destinata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7204
eulithis-xylina,bamona,https://www.butterfliesandmoths.org/species/Eulithis-xylina
eulithis-xylina,bugguide,https://bugguide.net/node/view/43180
eulithis-xylina,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7207
eumacaria-madopata,bamona,https://www.butterfliesandmoths.org/species/Eumacaria-madopata
eumacaria-madopata,bugguide,https://bugguide.net/node/view/38894
eumacaria-madopata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6272
eumorpha-achemon,bugguide,https://bugguide.net/node/view/20061
eumorpha-achemon,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7861
eupithecia-ravocostaliata,bamona,https://www.butterfliesandmoths.org/species/Eupithecia-ravocastaliata
eupithecia-ravocostaliata,bugguide,https://bugguide.net/node/view/13439
euplexia-benesimilis,bugguide,https://bugguide.net/node/view/49380
euplexia-benesimilis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9545
euproctis-similis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=8321
euproserpinus-wiesti,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=7882
eupsilia-devia,bugguide,https://bugguide.net/node/view/89205
eupsilia-devia,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9939
eupsilia-fringata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9938
eupsilia-tristigmata,bugguide,https://bugguide.net/node/view/14445
eupsilia-tristigmata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9935
eurois-astricta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10930
eurois-nigra,bugguide,https://bugguide.net/node/view/389856
eurois-nigra,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10931
eurois-occulta,bugguide,https://bugguide.net/node/view/10709
eurois-occulta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10929
euros-cervina,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9421
euros-osticollis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=9421.1
euthyatira-lorata,bugguide,https://bugguide.net/node/view/111139
euthyatira-lorata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6239
euthyatira-pudens,bugguide,https://bugguide.net/node/view/14807
euthyatira-pudens,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6240
euthyatira-semicircularis,bugguide,https://bugguide.net/node/view/170834
euthyatira-semicircularis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=6241
eutricopis-nexilis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=11062
euxoa-aberrans,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10862
euxoa-absona,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10743.2
euxoa-adumbrata,bugguide,https://bugguide.net/node/view/136407
euxoa-adumbrata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10730
euxoa-aequalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10776
euxoa-agema,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10832
euxoa-albipennis,bugguide,https://bugguide.net/node/view/359767
euxoa-albipennis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10807
euxoa-altens,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10720
euxoa-annulipes,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10747
euxoa-apopsis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10712.1
euxoa-atomaris,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10726
euxoa-atristrigata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10768
euxoa-auripennis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10852
euxoa-aurulenta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10716
euxoa-auxiliaris,bugguide,https://bugguide.net/node/view/163533
euxoa-auxiliaris,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10731
euxoa-basalis,bugguide,https://bugguide.net/node/view/395395
euxoa-basalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10798
euxoa-bicollaris,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10788
euxoa-bifasciata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10796
euxoa-biformata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10736
euxoa-bochus,bugguide,https://bugguide.net/node/view/143544
euxoa-bochus,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10913
euxoa-brevipennis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10824
euxoa-brunneigera,bugguide,https://bugguide.net/node/view/143541
euxoa-brunneigera,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10787
euxoa-campestris,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10756
euxoa-cana,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10762
euxoa-castanea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10825.1
euxoa-catenula,bugguide,https://bugguide.net/node/view/540813
euxoa-catenula,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10809
euxoa-choris,bugguide,https://bugguide.net/node/view/615133
euxoa-choris,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10819
euxoa-cicatricosa,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10839
euxoa-cinereopallidus,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10770
euxoa-citricolor,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10841
euxoa-comosa,bugguide,https://bugguide.net/node/view/359768
euxoa-comosa,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10780
euxoa-cona,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10779
euxoa-costata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10825
euxoa-cryptica,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10722
euxoa-dargo,bugguide,https://bugguide.net/node/view/516504
euxoa-dargo,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10836
euxoa-declarata,bugguide,https://bugguide.net/node/view/339763
euxoa-declarata,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10755
euxoa-difformis,bugguide,https://bugguide.net/node/view/498011
euxoa-difformis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10845
euxoa-divergens,bugguide,https://bugguide.net/node/view/143527
euxoa-divergens,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10702
euxoa-dodi,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10849
euxoa-edictalis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10704
euxoa-emma,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10747.1
euxoa-excogita,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10787.1
euxoa-extranea,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10708
euxoa-faulkneri,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10786.1
euxoa-flavicollis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10864
euxoa-furtivus,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10826.1
euxoa-hardwicki,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10729.1
euxoa-henrietta,bugguide,https://bugguide.net/node/view/77651
euxoa-henrietta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10806
euxoa-hollemani,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10820
euxoa-idahoensis,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10826
euxoa-infausta,bugguide,https://bugguide.net/node/view/143526
euxoa-infausta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10785
euxoa-infracta,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10850
euxoa-intermontana,mpg,https://mothphotographersgroup.msstate.edu/species.php?hodges=10737
