species_slug,latitude,longitude,state,county,outcome,district_id_before,district_id_after,distance_km,notes
agrotis-venerabilis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-venerabilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-ruta,58.65,-124.633,BC,Northern Rockies,assigned-contained,,CA:5959,,
malacosoma-californicum,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-mollis,52.517,-126.433,BC,Cariboo,assigned-contained,,CA:5945,,
agrotis-vetusta,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-vetusta,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-vetusta,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-vetusta,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
agrotis-vetusta,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
malacosoma-californicum,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
actebia-fennica,49.683,-125.3,BC,Strathcona,assigned-contained,,CA:5926,,
feltia-jaculifera,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-jaculifera,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-jaculifera,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-jaculifera,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-jaculifera,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-jaculifera,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-jaculifera,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
peridroma-saucia,54.55,-130.867,BC,Skeena-Queen Charlotte,assigned-contained,,CA:5947,,
feltia-herilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-herilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-jaculifera,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-jaculifera,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-jaculifera,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-jaculifera,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-jaculifera,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-jaculifera,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-jaculifera,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
feltia-jaculifera,56.217,-121.416,BC,Peace River,assigned-contained,,CA:5955,,
actebia-fennica,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
actebia-fennica,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
feltia-mollis,52.517,-126.433,BC,Cariboo,assigned-contained,,CA:5945,,
peridroma-saucia,55.2,-129.083,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
malacosoma-californicum,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
peridroma-saucia,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
peridroma-saucia,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
malacosoma-disstria,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
peridroma-saucia,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
malacosoma-disstria,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
peridroma-saucia,54.55,-130.867,BC,Skeena-Queen Charlotte,assigned-contained,,CA:5947,,
actebia-fennica,49.683,-125.3,BC,Strathcona,assigned-contained,,CA:5926,,
actebia-fennica,59.567,-133.699,BC,Stikine,assigned-contained,,CA:5957,,
actebia-fennica,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
actebia-fennica,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
peridroma-saucia,55.2,-129.083,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
peridroma-saucia,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
peridroma-saucia,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
peridroma-saucia,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
actebia-fennica,59.567,-133.699,BC,Stikine,assigned-contained,,CA:5957,,
malacosoma-disstria,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
pyrrhia-exprimens,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
hyppa-brunneicrista,55.83,-120.84,BC,Peace River,assigned-contained,,CA:5955,,
anarta-farnhami,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
lacanobia-atlantica,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
lacanobia-radix,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
malacosoma-disstria,56.121,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
apamea-commoda,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
acronicta-insita,50.63,-126.85,BC,Mount Waddington,assigned-fallback,,CA:5943,0.375,
habrosyne-scripta,53.25,-132.02,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.303,
habrosyne-scripta,56.83,-120.84,BC,Peace River,assigned-contained,,CA:5955,,
schizura-unicornis,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
drepana-arcuata,53.25,-132.016,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.306,
melanchra-pulverulenta,56.333,-120.25,BC,Peace River,assigned-contained,,CA:5955,,
spargaloma-sexpunctata,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
oreta-rosea,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
trichordestra-dodii,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
euthyatira-pudens,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
arctia-plantaginis,55.83,-120.84,BC,Peace River,assigned-contained,,CA:5955,,
eurois-occulta,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
habrosyne-scripta,53.25,-132.02,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.303,
idia-americalis,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
habrosyne-scripta,54.517,-128.6,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
apamea-cogitata,56.333,-120.25,BC,Peace River,assigned-contained,,CA:5955,,
hada-sutrina,58.83,-124.72,BC,Northern Rockies,assigned-contained,,CA:5959,,
lasionycta-promulsa,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
pseudothyatira-cymatophoroides,53.25,-132.066,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.268,
actebia-fennica,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
dargida-diffusa,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
polia-rogenhoferi,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
idia-concisa,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
melanchra-adjuncta,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
apamea-scoparia,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
apantesis-parthenice,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
habrosyne-scripta,54.517,-128.6,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
lasionycta-uniformis,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
phyllodesma-americana,48.83,-125.13,BC,Alberni-Clayoquot,assigned-contained,,CA:5923,,
pseudothyatira-cymatophoroides,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
habrosyne-scripta,53.25,-132.066,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.268,
drepana-arcuata,53.25,-132.02,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.303,
neoligia-subjuncta,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
gluphisia-septentrionis,55.83,-120.84,BC,Peace River,assigned-contained,,CA:5955,,
syngrapha-orophila,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
habrosyne-scripta,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
leucania-commoides,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
hyppa-contrasta,55.83,-120.84,BC,Peace River,assigned-contained,,CA:5955,,
habrosyne-scripta,55.2,-129.083,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
acronicta-innotata,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
pseudothyatira-cymatophoroides,53.25,-132.016,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.306,
feltia-herilis,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
neoligia-subjuncta,55.01,-128.32,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
hadena-ectrapela,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
habrosyne-scripta,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
lophocampa-maculata,48.83,-125.13,BC,Alberni-Clayoquot,assigned-contained,,CA:5923,,
protodeltote-albidula,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
spilosoma-virginica,48.83,-125.13,BC,Alberni-Clayoquot,assigned-contained,,CA:5923,,
habrosyne-scripta,52.367,-126.066,BC,Central Coast,assigned-contained,,CA:5945,,
euxoa-quebecensis,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
lacinipolia-davena,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
polia-richardsoni,58.63,-124.72,BC,Northern Rockies,assigned-contained,,CA:5959,,
lasionycta-subfuscula,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
smerinthus-jamaicensis,55.83,-120.84,BC,Peace River,assigned-contained,,CA:5955,,
pseudothyatira-cymatophoroides,48.933,-125.55,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.961,
rhyacia-clemens,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
polia-nimbosa,55.5,-122.68,BC,Peace River,assigned-contained,,CA:5955,,
phragmatobia-assimilans,55.83,-120.84,BC,Peace River,assigned-contained,,CA:5955,,
hyppa-brunneicrista,59.96,-127.53,BC,Northern Rockies,assigned-contained,,CA:5959,,
euxoa-tessellata,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
sympistis-pallidior,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
drepana-arcuata,58.8,-122.716,BC,Northern Rockies,assigned-contained,,CA:5959,,
euthyatira-pudens,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
virbia-ferruginosa,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
zanclognatha-jacchusalis,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
pseudothyatira-cymatophoroides,53.25,-132.02,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.303,
syngrapha-borea,58.83,-124.72,BC,Northern Rockies,assigned-contained,,CA:5959,,
lasionycta-uniformis,57.04,-122.79,BC,Peace River,assigned-contained,,CA:5955,,
pseudohermonassa-tenuicula,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
acronicta-lupini,54.517,-128.6,BC,,assigned-contained,,CA:5949,,
habrosyne-scripta,53.25,-132.02,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.303,
pseudothyatira-cymatophoroides,53.25,-132.02,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.303,
arctia-plantaginis,55.133,-121,BC,Peace River,assigned-contained,,CA:5955,,
syngrapha-alticola,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
callizzia-amorata,58.85,-125.233,BC,Northern Rockies,assigned-contained,,CA:5959,,
habrosyne-scripta,54.517,-128.6,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
euxoa-rufula,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
callizzia-amorata,54.783,-127.166,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
agrotis-obliqua,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
sympistis-dinalda,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
apamea-cogitata,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
mythimna-oxygala,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
cryptocala-acadiensis,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
virbia-ferruginosa,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
habrosyne-scripta,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
platypolia-anceps,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
lasionycta-luteola,58.65,-124.633,BC,Northern Rockies,assigned-contained,,CA:5959,,
protodeltote-albidula,55.83,-120.84,BC,Peace River,assigned-contained,,CA:5955,,
anarta-inconcinna,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
callizzia-amorata,56.25,-121.25,BC,Peace River,assigned-contained,,CA:5955,,
acronicta-quadrata,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
papestra-cristifera,55.83,-120.84,BC,Peace River,assigned-contained,,CA:5955,,
spilosoma-virginica,48.83,-125.13,BC,Alberni-Clayoquot,assigned-contained,,CA:5923,,
clostera-multnoma,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
feltia-herilis,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
lasionycta-mutilata,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
furcula-modesta,55.83,-120.84,BC,Peace River,assigned-contained,,CA:5955,,
chytonix-palliatricula,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
autographa-ampla,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
ceranemota-fasciata,53.25,-132.02,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.303,
lasionycta-secedens,58.83,-124.72,BC,Northern Rockies,assigned-contained,,CA:5959,,
syngrapha-ignea,58.65,-124.633,BC,Northern Rockies,assigned-contained,,CA:5959,,
pseudothyatira-cymatophoroides,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
habrosyne-scripta,48.933,-125.55,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.961,
actebia-fennica,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
callizzia-amorata,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
mamestra-configurata,56.333,-120.25,BC,Peace River,assigned-contained,,CA:5955,,
oreta-rosea,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
apamea-zeta,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
habrosyne-scripta,54.517,-128.6,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
oreta-rosea,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
papestra-quadrata,55.83,-120.84,BC,Peace River,assigned-contained,,CA:5955,,
ceranemota-tearlei,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
bellura-obliqua,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
mniotype-tenera,53.248,-132.009,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.534,
spiramater-lutra,56.124,-120.05,BC,Peace River,assigned-contained,,CA:5955,,
protodeltote-albidula,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
lacinipolia-olivacea,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
acronicta-impressa,55.83,-120.84,BC,Peace River,assigned-contained,,CA:5955,,
drepana-arcuata,54.6,-128.416,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
callizzia-amorata,55.017,-128.333,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
apamea-inordinata,56.13,-120.04,BC,Peace River,assigned-contained,,CA:5955,,
euxoa-ridingsiana,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
pronoctua-craboi,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
autographa-sansoni,55.5,-122.68,BC,Peace River,assigned-contained,,CA:5955,,
cucullia-intermedia,56.83,-120.84,BC,Peace River,assigned-contained,,CA:5955,,
furcula-furcula,55.83,-120.84,BC,Peace River,assigned-contained,,CA:5955,,
papestra-cristifera,59.96,-127.53,BC,Northern Rockies,assigned-contained,,CA:5959,,
lacinipolia-renigera,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
phyllodesma-americana,55.83,-120.84,BC,Peace River,assigned-contained,,CA:5955,,
dasychira-grisefacta,55.5,-122.68,BC,Peace River,assigned-contained,,CA:5955,,
callizzia-amorata,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
euthyatira-pudens,53.25,-132.016,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.306,
lasionycta-uniformis,58.63,-124.72,BC,Northern Rockies,assigned-contained,,CA:5959,,
habrosyne-scripta,56.133,-120.066,BC,Peace River,assigned-contained,,CA:5955,,
euxoa-ridingsiana,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
polia-piniae,55.5,-122.68,BC,Peace River,assigned-contained,,CA:5955,,
pseudothyatira-cymatophoroides,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
euxoa-castanea,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
drepana-arcuata,53.25,-132.016,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.306,
polia-imbrifera,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
lasionycta-luteola,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
pseudothyatira-cymatophoroides,48.933,-125.55,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.961,
lasionycta-brunnea,57.04,-122.79,BC,Peace River,assigned-contained,,CA:5955,,
anarta-nigrolunata,58.63,-124.66,BC,Northern Rockies,assigned-contained,,CA:5959,,
paradiarsia-littoralis,56.13,-120.04,BC,Peace River,assigned-contained,,CA:5955,,
apamea-inficita,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
acronicta-grisea,56.333,-120.25,BC,Peace River,assigned-contained,,CA:5955,,
hemaris-thysbe,56.26,-120.65,BC,Peace River,assigned-contained,,CA:5955,,
mniotype-tenera,55.83,-120.84,BC,Peace River,assigned-contained,,CA:5955,,
sympistis-heliophila,57.04,-122.79,BC,Peace River,assigned-contained,,CA:5955,,
graphiphora-augur,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
phyllodesma-americana,48.83,-125.13,BC,Alberni-Clayoquot,assigned-contained,,CA:5923,,
anaplectoides-pressus,56.333,-120.25,BC,Peace River,assigned-contained,,CA:5955,,
euxoa-idahoensis,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
habrosyne-scripta,54.314,-130.322,BC,Skeena-Queen Charlotte,assigned-contained,,CA:5947,,
ctenucha-virginica,56.33,-120.35,BC,Peace River,assigned-contained,,CA:5955,,
habrosyne-scripta,48.83,-125.13,BC,Alberni-Clayoquot,assigned-contained,,CA:5923,,
dasychira-vagans,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
caradrina-montana,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
sympistis-major,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
syngrapha-parilis,58.83,-124.72,BC,Northern Rockies,assigned-contained,,CA:5959,,
phalaenostola-metonalis,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
papestra-cristifera,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
euxoa-setonia,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
hada-sutrina,55.83,-120.84,BC,Peace River,assigned-contained,,CA:5955,,
ceranemota-fasciata,59.623,-137.715,BC,Stikine,assigned-contained,,CA:5957,,
virbia-ferruginosa,56.13,-120.04,BC,Peace River,assigned-contained,,CA:5955,,
lacinipolia-lorea,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
habrosyne-scripta,54.783,-127.166,BC,Bulkley-Nechako,assigned-contained,,CA:5951,,
callizzia-amorata,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
euthyatira-pudens,55.2,-129.083,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
ipimorpha-nanaimo,49.997,-125.586,BC,Strathcona,assigned-contained,,CA:5924,,
virbia-ferruginosa,56.26,-120.65,BC,Peace River,assigned-contained,,CA:5955,,
leucania-dia,55.83,-120.84,BC,Peace River,assigned-contained,,CA:5955,,
lasionycta-silacea,51.82,-125.03,BC,Cariboo,assigned-contained,,CA:5941,,
hemaris-thysbe,56.15,-121.9,BC,Peace River,assigned-contained,,CA:5955,,
euthyatira-pudens,53.25,-132.02,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.303,
polia-nimbosa,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
lasionycta-luteola,58.63,-124.72,BC,Northern Rockies,assigned-contained,,CA:5959,,
habrosyne-scripta,53.25,-132.016,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.306,
habrosyne-scripta,53.017,-128.517,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
sympistis-stabilis,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
euxoa-olivalis,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
drepana-arcuata,55.2,-129.083,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
chytolita-morbidalis,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
pseudothyatira-cymatophoroides,53.25,-132.02,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.303,
sympistis-zetterstedtii,58.83,-124.72,BC,Northern Rockies,assigned-contained,,CA:5959,,
sympistis-zetterstedtii,58.65,-124.63,BC,Northern Rockies,assigned-contained,,CA:5959,,
virbia-ferruginosa,56.333,-120.25,BC,Peace River,assigned-contained,,CA:5955,,
syngrapha-alias,50.033,-125.367,BC,Strathcona,assigned-contained,,CA:5924,,
paradiarsia-littoralis,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
euxoa-comosa,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
paradiarsia-littoralis,55.83,-120.84,BC,Peace River,assigned-contained,,CA:5955,,
euxoa-choris,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
oreta-rosea,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
habrosyne-scripta,55.5,-122.68,BC,Peace River,assigned-contained,,CA:5955,,
clemensia-umbrata,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
callizzia-amorata,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
apamea-cogitata,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
hemaris-thysbe,55.133,-121,BC,Peace River,assigned-contained,,CA:5955,,
gluphisia-septentrionis,55.85,-120.767,BC,Peace River,assigned-contained,,CA:5955,,
habrosyne-scripta,53.683,-132.183,BC,Skeena-Queen Charlotte,assigned-contained,,CA:5947,,
virbia-ferruginosa,56.333,-120.25,BC,Peace River,assigned-contained,,CA:5955,,
euxoa-vallus,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
callizzia-amorata,49.15,-125.9,BC,Alberni-Clayoquot,assigned-fallback,,CA:5923,1.706,
pseudothyatira-cymatophoroides,53.25,-132.016,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.306,
callizzia-amorata,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
habrosyne-scripta,53.683,-132.183,BC,Skeena-Queen Charlotte,assigned-contained,,CA:5947,,
hemaris-thysbe,55.695,-121.633,BC,Peace River,assigned-contained,,CA:5955,,
drepana-arcuata,53.25,-132.02,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.303,
protorthodes-oviduca,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
lacanobia-radix,55.83,-120.84,BC,Peace River,assigned-contained,,CA:5955,,
xylena-nupera,53.25,-132.066,BC,Skeena-Queen Charlotte,assigned-fallback,,CA:5947,0.268,
habrosyne-scripta,50.546,-126.873,BC,Mount Waddington,assigned-contained,,CA:5943,,
lacinipolia-lorea,56.333,-120.25,BC,Peace River,assigned-contained,,CA:5955,,
leucania-insueta,56.333,-120.25,BC,Peace River,assigned-contained,,CA:5955,,
papestra-brenda,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
euxoa-divergens,51.82,-125.02,BC,Cariboo,assigned-contained,,CA:5941,,
pseudothyatira-cymatophoroides,55.2,-129.083,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
drepana-bilineata,56.283,-120.95,BC,Peace River,assigned-contained,,CA:5955,,
melanchra-assimilis,56.124,-120.042,BC,Peace River,assigned-contained,,CA:5955,,
panthea-virginarius,48.83,-125.13,BC,Alberni-Clayoquot,assigned-contained,,CA:5923,,
clostera-apicalis,56.83,-120.84,BC,Peace River,assigned-contained,,CA:5955,,
euxoa-nomas,59.25,-134.033,BC,Stikine,assigned-contained,,CA:5957,,
malacosoma-disstria,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
eurois-occulta,59.25,-134.033,BC,Stikine,assigned-contained,,CA:5957,,
xestia-mustelina,54.517,-128.6,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
lasionycta-luteola,58.63,-124.72,BC,Northern Rockies,assigned-contained,,CA:5959,,
lasionycta-caesia,51.82,-125.03,BC,Cariboo,assigned-contained,,CA:5941,,
lasionycta-promulsa,51.82,-125.03,BC,Cariboo,assigned-contained,,CA:5941,,
malacosoma-disstria,55.9,-120.066,BC,Peace River,assigned-contained,,CA:5955,,
malacosoma-disstria,52.367,-126.067,BC,Central Coast,assigned-contained,,CA:5945,,
malacosoma-californicum,58.831,-123.508,BC,Northern Rockies,assigned-contained,,CA:5959,,
malacosoma-californicum,52.26,-126.12,BC,Central Coast,assigned-contained,,CA:5945,,
malacosoma-californicum,54.817,-128.283,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
malacosoma-californicum,56.133,-120.033,BC,Peace River,assigned-contained,,CA:5955,,
malacosoma-californicum,50.417,-125.917,BC,Strathcona,assigned-contained,,CA:5924,,
malacosoma-californicum,54.817,-128.283,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
malacosoma-californicum,58.833,-123.35,BC,Northern Rockies,assigned-contained,,CA:5959,,
malacosoma-californicum,54.9,-128.717,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
malacosoma-californicum,55.9,-120.066,BC,Peace River,assigned-contained,,CA:5955,,
malacosoma-californicum,55.2,-129.083,BC,Kitimat-Stikine,assigned-contained,,CA:5949,,
